稼働年月日,容量,基盤,ジャンル,メーカー,タイトル,開発元,ジョブカテゴリ,カウント
1997-01-01,AC,-,,TAITO,プチカラット,,0,0
1997-01-01,AC,-,,TAITO,ぽっぷんぽっぷ,,0,0
1997-01-01,AC,-,,TAITO,まじかるで〜と 卒業告白大作戦,,0,0
1998-01-01,AC,-,,TAITO,オペレーションタイガー,,0,0
1998-01-01,AC,-,,TAITO,カオスヒート,,0,0
1998-01-01,AC,-,,TAITO,サイキックフォース2012,,0,0
1998-01-01,AC,-,,TAITO,電車でGO!2高速編,,0,0
1998-01-01,AC,-,,TAITO,電車でGO!2高速編 3000番台,,0,0
1998-01-01,AC,-,PZL/TBL,TAITO,パズルボブル4,,0,0
1998-01-01,AC,-,,TAITO,ランドメーカー,,0,0
1998-01-01,AC,-,,TAITO,レイクライシス,,0,0
1999-01-01,AC,-,,TAITO,RCでGO!,,0,0
1999-01-01,AC,-,PZL/TBL,TAITO,スーパーパズルボブル,,0,0
1999-01-01,AC,-,,TAITO,バトルギア,,0,0
1999-01-01,AC,-,,TAITO,パワーショベルに乗ろう!!,,0,0
1999-01-01,AC,-,,TAITO,フリップメイズ,MOSS,0,0
1999-01-01,AC,-,,TAITO,ランディングハイジャパン,,0,0
2000-01-01,AC,-,,TAITO,バトルギア2,,0,0
2000-01-01,AC,-,,TAITO,サイヴァリア,サクセス,0,0
2000-01-01,AC,-,,TAITO,サイヴァリア リビジョン,サクセス,0,0
2000-01-01,AC,-,,TAITO,電車でGO!3通勤編,,0,0
2000-01-01,AC,-,,TAITO,電車でGO! 旅情編（がんばれ運転士!!）,,0,0
2001-01-01,AC,-,,TAITO,式神の城,アルファ・システム,0,0
2001-01-01,AC,-,,TAITO,スタントタイフーン,,0,0
2001-01-01,AC,-,,TAITO,ナイトレイド,タクミコーポレーション,0,0
2001-01-01,AC,-,,TAITO,ハードパンチャー はじめの一歩,,0,0
2002-01-01,AC,-,PZL/TBL,TAITO,あずまんが大王パズルボブル,MOSS,0,0
2002-01-01,AC,-,,TAITO,クレオパトラフォーチュン+,アルトロン,0,0
2002-01-01,AC,-,,TAITO,ハードパンチャー はじめの一歩2 王者への挑戦,,0,0
2002-01-01,AC,-,,TAITO,バトルギア3,,0,0
2002-01-01,AC,-,,TAITO,ライジンピンポン,,0,0
2003-01-01,AC,-,,TAITO,兎 -野性の闘牌- 山城麻雀編,童,0,0
2003-01-01,AC,-,,TAITO,クイズケータイQモード ～MailもChatも恋しTel,アメディオ,0,0
2003-01-01,AC,-,,TAITO,ころん,サイバーフロント,0,0
2003-01-01,AC,-,,TAITO,サイヴァリア2,スコーネック,0,0
2003-01-01,AC,-,,TAITO,式神の城II,アルファ・システム,0,0
2003-01-01,AC,NESYS,,TAITO,バトルギア3 Tuned（●）,,0,0
2003-01-01,AC,-,,TAITO,ポチッとにゃ～,アイキ,0,0
2003-01-01,AC,-,,TAITO,スペースインベーダー アニバーサリー,,0,0
2004-01-01,AC,-,,TAITO,翼神 GIGAWING GENERATIONS,タクミコーポレーション,0,0
2004-01-01,AC,-,,TAITO,カオスブレイカー,イオリス,0,0
2004-01-01,AC,-,,TAITO,ZOO KEEPER,サクセス,0,0
2004-01-01,AC,NESYS,,TAITO,ゾイドインフィニティ（●）,,0,0
2005-01-01,AC,NESYS,,TAITO,兎 -野性の闘牌- ONLINE（●）,童,0,0
2005-01-01,AC,-,,TAITO,スピカ★アドベンチャー,,0,0
2005-01-01,AC,NESYS,,TAITO,ゾイドインフィニティEX（●）,,0,0
2005-01-01,AC,-,,TAITO,ゾイドカードコロシアム,,0,0
2005-01-01,AC,-,,TAITO,ターゲットフォース,RAW THRILLS,0,0
2005-01-01,AC,-,,TAITO,ダイノキングバトル -CARD GAME-,,0,0
2005-01-01,AC,-,PZL落ち物,TAITO,テトリス・ザ・グランドマスター3,アリカ,0,0
2005-01-01,AC,NESYS,,TAITO,バトルギア4（●）,,0,0
2005-01-01,AC,NESYS,野球,TAITO,ハリキリオンライン プロ野球（●）,,0,0
2005-01-01,AC,-,,TAITO,ファスト アンド フューリアス,RAW THRILLS,0,0
2005-01-01,AC,-,,TAITO,HOMURA,スコーネック,0,0
2005-01-01,AC,-,,TAITO,雷電III,MOSS,0,0
2006-01-01,AC,NESYS,,TAITO,兎 -野性の闘牌- ONLINE DDの血統（●）,童,0,0
2006-01-01,AC,-,,TAITO,キラキラ♥アイドル リカちゃん,,0,0
2006-01-01,AC,-,,TAITO,式神の城III,アルファ・システム,0,0
2006-01-01,AC,NESYS,,TAITO,ゾイドインフィニティEX PLUS（●）,,0,0
2006-01-01,AC,NESYS,,TAITO,ハーフライフ2 サバイバー（●）,,0,0
2006-01-01,AC,NESYS,,TAITO,バトルギア4 Tuned（●）,,0,0
2007-01-01,AC,NESYS,,TAITO,アクエリアンエイジ オルタナティブ（●）,,0,0
2007-01-01,AC,-,,TAITO,チェイスH.Q.2,,0,0
2007-01-01,AC,-,,TAITO,ドラゴンクエスト モンスターバトルロード,ロケットスタジオ／スクウェア・エニックス,0,0
2007-01-01,AC,NESYS,,TAITO,ハーフライフ2 サバイバー 弐（●）,,0,0
2007-01-01,AC,-,,TAITO,バトルファンタジア,アークシステムワークス,0,0
2008-01-01,AC,-,,TAITO,D1GP ARCADE,,0,0
2008-01-01,AC,-,,TAITO,ドラゴンクエスト モンスターバトルロードII,ロケットスタジオ／スクウェア・エニックス,0,0
2008-01-01,AC,NESYS,,TAITO,悠久の車輪（●）,スクウェア・エニックス,0,0
2008-01-01,AC,NESYS,,TAITO,LORD of VERMILION（●）,シンクガレージ／スクウェア・エニックス,0,0
2009-01-01,AC,NESYS,,TAITO,エレベーターアクション デスパレード,,0,0
2009-01-01,AC,-,,TAITO,サイバーダイバー（●）,,0,0
2009-01-01,AC,-,,TAITO,セニョールニッポン!,,0,0
2009-01-01,AC,-,,TAITO,ホーンテッド ミュージアム,,0,0
2009-01-01,AC,-,,TAITO,ホッピングロード,,0,0
2009-01-01,AC,-,,TAITO,ミュージックガンガン!,,0,0
2009-01-01,AC,NESYS,,TAITO,LORD of VERMILION II（●）,シンクガレージ／スクウェア・エニックス,0,0
2010-01-01,AC,-,,TAITO,ガイアアタックフォー,,0,0
2010-01-01,AC,-,,TAITO,KOF SKY STAGE,MOSS／SNKプレイモア,0,0
2010-01-01,AC,-,,TAITO,THE KING OF FIGHTERS XIII,SNKプレイモア,0,0
2010-01-01,AC,NESYS,SHT,TAITO,ダライアスバースト アナザークロニクル（●）,ピラミッド,0,0
2010-01-01,AC,-,,TAITO,超・ちゃぶ台返し!,,0,0
2010-01-01,AC,-,,TAITO,超・ちゃぶ台返し!その2,,0,0
2010-01-01,AC,-,,TAITO,ドラゴンクエスト モンスターバトルロードIIレジェンド ,ロケットスタジオ／スクウェア・エニックス,0,0
2010-01-01,AC,NESiCA,,TAITO,BLAZBLUE CONTINUUM SHIFT II（○）,アークシステムワークス,0,0
2010-01-01,AC,-,,TAITO,ホッピングロード キッズ,,0,0
2010-01-01,AC,-,,TAITO,ミュージックガンガン! 曲がいっぱい☆超増加版!,,0,0
2011-01-01,AC,NESiCA,,TAITO,AQUAPAZZA（○）,エクサム／アクアプラス,0,0
2011-01-01,AC,NESiCA,,TAITO,exception（○）,i-saint／サクセス,0,0
2011-01-01,AC,-,,TAITO,キックスルーレーサーズ,,0,0
2011-01-01,AC,NESiCA,,TAITO,THE KING OF FIGHTERS '98 ULTIMATE MATCH FINAL EDITION for NESiCAxLive（○）,SNKプレイモア,0,0
2011-01-01,AC,NESiCA,,TAITO,THE KING OF FIGHTERS 2002 UNLIMITED MATCH for NESiCAxLive（○）,SNKプレイモア,0,0
2011-01-01,AC,NESiCA,,TAITO,サムライスピリッツ閃（○）,SNKプレイモア,0,0
2011-01-01,AC,NESiCA,,TAITO,スピカ☆アドベンチャー（○）,,0,0
2011-01-01,AC,NESiCA,,TAITO,SPACE INVADERS for NESiCAxLive（○）,,0,0
2011-01-01,AC,NESiCA,,TAITO,星霜鋼機ストラニア（○）,グレフ,0,0
2011-01-01,AC,NESiCA,,TAITO,旋光の輪舞DUO for NESiCAxLive（○）,グレフ,0,0
2011-01-01,AC,-,,TAITO,ソニックブラストヒーローズ,,0,0
2011-01-01,AC,NESYS,SHT,TAITO,ダライアスバースト アナザークロニクルEX（●）,ピラミッド,0,0
2011-01-01,AC,-,,TAITO,超・ちゃぶ台返し! 巨人の星 ド根性編,,0,0
2011-01-01,AC,-,,TAITO,デモンブライド アディショナルゲイン（○）,エクサム,0,0
2011-01-01,AC,-,,TAITO,ドラゴンダンス（○）,サクセス,0,0
2011-01-01,AC,-,,TAITO,バトルファンタジア（○） ,アークシステムワークス,0,0
2011-01-01,AC,-,,TAITO,ホーンテッドミュージアムII ようこそ幻影遊園地へ,,0,0
2011-01-01,AC,-,,TAITO,ミュージックガンガン!2,,0,0
2011-01-01,AC,NESYS,,TAITO,LORD of VERMILION Re:2（●）,シンクガレージ／スクウェア・エニックス,0,0
2012-01-01,AC,NESiCA,,TAITO,赤い刀 真 for NESiCAxLive（○）,ケイブ,0,0
2012-01-01,AC,NESiCA,,TAITO,アルカナハート2（○）,エクサム,0,0
2012-01-01,AC,NESiCA,,TAITO,エヌアイン完全世界（○）,SUBTLE STYLE／るつぼゲームワークス,0,0
2012-01-01,AC,-,,TAITO,カードで連結! 電車でGO!,,0,0
2012-01-01,AC,NESiCA,,TAITO,CHAOS BREAKER for NESiCAxLive（○）,,0,0
2012-01-01,AC,NESiCA,,TAITO,ガンスリンガー ストラトス（○）,バイキング／スクウェア・エニックス,0,0
2012-01-01,AC,-,,TAITO,激投伝説ブロックキング,,0,0
2012-01-01,AC,NESiCA,,TAITO,豪血寺一族 先祖供養（○）,アトラス,0,0
2012-01-01,AC,NESiCA,,TAITO,サイキックフォース2012（○）,,0,0
2012-01-01,AC,NESiCA,,TAITO,THE RUMBLE FISH 2 for NESiCAxLive（○）,：ディンプス,0,0
2012-01-01,AC,NESiCA,,TAITO,すっごい!アルカナハート2 〜転校生 あかねとなずな〜（○）,エクサム,0,0
2012-01-01,AC,-,,TAITO,ソニックブラストヒーローズ ダッシュ,,0,0
2012-01-01,AC,NESiCA,,TAITO,DARK AWAKE for NESiCAxLive（○）,レコム,0,0
2012-01-01,AC,NESiCA,,TAITO,超速変形ジャイロゼッター（○） ,ロケットスタジオ／スクウェア・エニックス,0,0
2012-01-01,AC,NESiCA,,TAITO,トラブル☆ウィッチーズAC 〜アマルガムの娘たち〜 for NESiCAxLive（○）,冒険企画局,0,0
2012-01-01,AC,NESiCA,PZL/TBL,TAITO,パズルボブル（○）,,0,0
2012-01-01,AC,NESiCA,,TAITO,BLAZBLUE CHORONOPHANTASMA（○）,アークシステムワークス,0,0
2012-01-01,AC,NESiCA,,TAITO,ペルソナ4 ジ・アルティメット イン マヨナカアリーナ（○）,アトラス／アークシステムワークス,0,0
2012-01-01,AC,NESiCA,,TAITO,HOMURA（○）,スコーネック,0,0
2012-01-01,AC,NESiCA,,TAITO,マジカルビート（○）,,0,0
2012-01-01,AC,NESiCA,,TAITO,雷電III（○）,MOSS,0,0
2012-01-01,AC,NESiCA,,TAITO,雷電IV for NESiCAxLive（○）,MOSS,0,0
2013-01-01,AC,NESiCA,,TAITO,アルカナハート3 LOVE MAX!!!!!（○）,エクサム,0,0
2013-01-01,AC,NESiCA,,TAITO,斑鳩 for NESiCAxLive（○）,トレジャー,0,0
2013-01-01,AC,NESiCA,,TAITO,CHAOS CODE -New Sign of Catastrophe-（○）,FKDigital／アークシステムワークス,0,0
2013-01-01,AC,NESiCA,,TAITO,Crimzon Clover for NESiCAxLive（○）,冒険企画局,0,0
2013-01-01,AC,NESiCA,,TAITO,グルーヴコースター（○）,,0,0
2013-01-01,AC,NESiCA,,TAITO,THE KING OF FIGHTERS XIII CLIMAX for NESiCAxLive（○）,SNKプレイモア,0,0
2013-01-01,AC,NESiCA,,TAITO,Do Not Fall（○）,XPEC Entertainment,0,0
2013-01-01,AC,NESiCA,,TAITO,とってもE麻雀（○）,アークシステムワークス,0,0
2013-01-01,AC,NESiCA,,TAITO,ペルソナ4 ジ・アルティマックス ウルトラスープレックスホールド（○）,アトラス／アークシステムワークス,0,0
2013-01-01,AC,NESiCA,,TAITO,LORD of VERMILION III（○）,モバイル&ゲームスタジオ／スクウェア・エニックス,0,0
2014-01-01,AC,NESiCA,,TAITO,アルカナハート3 LOVE MAX SIX STARS!!!!!!（○）,エクサム,0,0
2014-01-01,AC,NESiCA,,TAITO,ヴァンパイア セイヴァー（○） ,カプコン,0,0
2014-01-01,AC,NESiCA,FTG,TAITO,ウルトラストリートファイターIV（○）,カプコン,0,0
2014-01-01,AC,NESiCA,,TAITO,牌(えもの)は逃さないッ、メンタンピン・ドラドララッ!（○）,ホビボックス,0,0
2014-01-01,AC,NESiCA,,TAITO,エレベーターアクション（○）,,0,0
2014-01-01,AC,NESiCA,,TAITO,ガンスリンガー ストラトス2（○）,バイキング／スクウェア・エニックス,0,0
2014-01-01,AC,NESiCA,,TAITO,グルーヴコースター EX（○）,,0,0
2014-01-01,AC,NESiCA,FTG,TAITO,ストリートファイターIII 3rd STRIKE（○）,カプコン,0,0
2014-01-01,AC,NESiCA,FTG,TAITO,ストリートファイターZERO3（○）,カプコン,0,0
2014-01-01,AC,NESiCA,FTG,TAITO,ハイパーストリートファイターII（○）,カプコン,0,0
2014-01-01,AC,NESiCA,,TAITO,パズドラ バトルトーナメント -ラズール王国とマドロミドラゴン-（○）,ガンホー・オンライン・エンターテイメント／スクウェア・エニックス,0,0
2014-01-01,AC,NESiCA,,TAITO,パズドラ バトルトーナメント -チャンピオンズ オブ ラズール-（○）,ガンホー・オンライン・エンターテイメント／スクウェア・エニックス,0,0
2014-01-01,AC,NESiCA,,TAITO,ラスタンサーガ（○）,,0,0
2014-01-01,AC,-,,TAITO,LEFT 4 DEAD -生存者たち-,,0,0
2015-01-01,AC,NESiCA,,TAITO,グルーヴコースター 2 ヘヴンリーフェスティバル（○）,,0,0
2015-01-01,AC,NESiCA,,TAITO,Skullgirls 2nd Encore（○）,M2,0,0
2015-01-01,AC,-,,TAITO,スクール オブ ラグナロク,ディンプス／スクウェア・エニックス,0,0
2015-01-01,AC,NESiCA,,TAITO,スクール オブ ラグナロク Re:Boot（○）,,0,0
2015-01-01,AC,-,,TAITO,ディシディア ファイナルファンタジー,コーエーテクモゲームス／スクウェア・エニックス,0,0
2015-01-01,AC,-,,TAITO,ニトロプラス ブラスターズ -ヒロインズ インフィニット デュエル-,ニトロプラス／エクサム,0,0
2015-01-01,AC,NESiCA,,TAITO,BLAZBLUE CENTRALFICTION（○）,,0,0
2015-01-01,AC,-,,TAITO,ヤタガラス Attack on Cataclysm,ヤタガラス,0,0
2015-01-01,AC,-,,TAITO,LORD of VERMILION Re:3,モバイル&ゲームスタジオ／スクウェア・エニックス,0,0
2016-01-01,AC,-,,TAITO,ガンスリンガー ストラトス3,バイキング／スクウェア・エニックス,0,0
2016-01-01,AC,-,,TAITO,グルーヴコースター 3 リンクフィーバー,,0,0
2016-01-01,AC,-,,TAITO,シアトリズム ファイナルファンタジー オールスターカーニバル,インディーズゼロ／スクウェア・エニックス,0,0
2016-01-01,AC,-,,TAITO,ドラゴンクエスト モンスターバトルスキャナー,マーベラス／スクウェア・エニックス,0,0
2016-01-01,AC,-,,TAITO,マジシャンズデッド,バイキング,0,0
2016-01-01,AC,-,,TAITO,ラブライブ! スクールアイドルフェスティバル ～after school ACTIVITY～,ブシロード／スクウェア・エニックス,0,0
2017-01-01,AC,NESiCA,,TAITO,ガンスリンガー ストラトスΣ（○）,バイキング／スクウェア・エニックス,0,0
2017-01-01,AC,NESiCA,,TAITO,グルーヴコースター 3EX ドリームパーティー（○）,,0,0
2017-01-01,AC,NESiCA,,TAITO,THE KING OF FIGHTERS XIV Arcade Ver.（○）,SNK,0,0
2017-01-01,AC,-,,TAITO,戦え!ドラゴンクエスト スキャンバトラーズ,マーベラス／スクウェア・エニックス,0,0
2017-01-01,AC,-,,TAITO,電車でGO!!,,0,0
2017-01-01,AC,NESiCA,,TAITO,フィギュアヘッズ エース（○）,ゲームスタジオ／スクウェア・エニックス,0,0
2017-01-01,AC,-,,TAITO,マジシャンズデッド NEXT ブレイジング,バイキング,0,0
2017-01-01,AC,-,,TAITO,ミリオンアーサー アルカナブラッド,エクサム／スクウェア・エニックス,0,0
2017-01-01,AC,-,,TAITO,LORD of VERMILION IV,ゲームスタジオ／スクウェア・エニックス,0,0
2018-01-01,AC,NESiCA,,TAITO,SNKヒロインズ Tag Team Frenzy AC（○）,SNK,0,0
2018-01-01,AC,NESiCA,,TAITO,グルーヴコースター 4 スターライトロード（○）,,0,0
2018-01-01,AC,-,,TAITO,SPACE INVADERS FRENZY ,RAW THRILLS,0,0
2018-01-01,AC,NESiCA,,TAITO,ファイティングEXレイヤー（○）,アリカ,0,0
2018-01-01,AC,-,,TAITO,星と翼のパラドクス,バイキング／スクウェア・エニックス,0,0
2019-01-01,AC,-,,TAITO,おまつりクエスト ヒッパレQ,,0,0
2019-01-01,AC,NESiCA,,TAITO,グルーヴコースター 4EX インフィニティ ハイウェイ（○）,,0,0
2019-01-01,AC,NESiCA,,TAITO,SAMURAI SPIRITS（○）,SNK,0,0
2019-01-01,AC,-,FTG,TAITO,ストリートファイターV タイプアーケード,カプコン,0,0
2019-01-01,AC,-,,TAITO,でんしゃでゴー!!キッズ,,0,0
2019-01-01,AC,-,,TAITO,BLAZBLUE CROSS TAG BATTLE,アークシステムワークス,0,0
2020-01-01,AC,-,,TAITO,ガンアリーナCE,,0,0
2020-01-01,AC,NESiCA,,TAITO,グルーヴコースター 4MAX ダイヤモンドギャラクシー（○）,,0,0
2020-01-01,AC,-,,TAITO,SPACE INVADERS COUNTERATTACK,unis,0,0
2020-01-01,AC,NESiCA,,TAITO,中毒パズル レベルスVS（○）,flow,0,0
2020-01-01,AC,-,,TAITO,わくわく♪ハンバーガー,,0,0
2021-01-01,AC,-,,TAITO,テトテ×コネクト,,0,0
2022-01-01,AC,NESiCA,,TAITO,OMEN OF SORROW（○）,AOne Games,0,0
2022-01-01,AC,NESiCA,,TAITO,MUSIC DIVER（○）,,0,0
2023-01-01,AC,NESiCA,,TAITO,エヌアイン完全世界 Anastasis（○）,SUBTLE STYLE／るつぼゲームワークス,0,0
2023-01-01,AC,-,FTG,TAITO,ストリートファイター6 タイプアーケード,カプコン,0,0
2024-01-01,AC,-,,TAITO,ヤタガラス Enter The EastWard,ヤタガラス,0,0
1980-03-01,AC,-,,IREM,スカイシューター,,0,0
1980-04-01,AC,-,,IREM,いたずらエンゼル,,0,0
1980-05-01,AC,-,,IREM,グリーンベレー,,0,0
1980-07-01,AC,-,,IREM,アンドロメダSS,,0,0
1980-10-01,AC,-,,IREM,銀河帝国の逆襲Uni Wars,,0,0
1980-10-01,AC,-,,IREM,パンサー,,0,0
1981-10-01,AC,-,,IREM,デモンアイX,,0,0
1982-01-01,AC,-,,IREM,パンチングキッドOli-Boo-Chu,,0,0
1983-09-01,AC,-,,IREM,トロピカルエンジェル,,0,0
1984-12-01,AC,-,,IREM,アイレムM62システム,,0,0
1984-03-01,AC,-,,IREM,VS 10ヤードファイト,,0,0
1984-10-01,AC,アイレムM62システム,,IREM,ザ・バトルロード,,0,0
1985-01-01,AC,アイレムM62システム,,IREM,ロードランナー バンゲリング帝国の逆襲,,0,0
1985-09-01,AC,アイレムM62システム,,IREM,ロットロット,,0,0
1985-11-01,AC,アイレムM62システム,,IREM,ロードランナー 魔神の復活,,0,0
1986-01-01,AC,アイレムM62システム,,IREM,スペランカー,,0,0
1986-06-01,AC,アイレムM62システム,,IREM,妖獣伝Heroic Bird,,0,0
1986-09-01,AC,アイレムM62システム,,IREM,スペランカーII 23の鍵,,0,0
1986-10-01,AC,アイレムM62システム,,IREM,ロードランナー 帝国からの脱出,,0,0
1986-12-01,AC,アイレムM62システム,,IREM,快傑ヤンチャ丸,,0,0
1987-07-01,AC,アイレムM72システム,SHT,IREM,R-TYPE,,0,0
1987-12-01,AC,アイレムM72システム,,IREM,ミスターヘリの大冒険,,0,0
1988-03-01,AC,-,ACT-SIDE,IREM,ビジランテ,,0,0
1988-06-01,AC,-,,IREM,迷宮島,,0,0
1988-08-01,AC,アイレムM72システム,ACT-SIDE,IREM,最後の忍道,,0,0
1988-10-01,AC,アイレムM72システム,,IREM,イメージファイト,,0,0
1988-06-01,AC,-,,IREM,迷宮島Kickle Cubele,,0,0
1989-01-01,AC,-,,IREM,四川省,タムテックス,0,0
1989-04-01,AC,アイレムM72システム,,IREM,レジェンド・オブ・ヒーロー・トンマ,,0,0
1989-07-01,AC,アイレムM72システム,,IREM,ドラゴンブリード,,0,0
1989-09-01,AC,アイレムM72システム,,IREM,Xマルチプライ,,0,0
1989-11-01,AC,アイレムM82システム,SHT,IREM,R-TYPE II,,0,0
1990-03-01,AC,アイレムM82システム,,IREM,メジャータイトル,,0,0
1990-06-01,AC,アイレムM72システム,,IREM,アイレム・エア・デュエル,,0,0
1990-07-01,AC,アイレムM72システム,,IREM,大工の源さん,,0,0
1990-12-01,AC,-,,IREM,パウンド・フォー・パウンド,,0,0
1991-02-01,AC,アイレムM84システム,,IREM,剣豪,,0,0
1991-03-01,AC,アイレムM90システム,,IREM,覇沙夢,,0,0
1991-06-01,AC,アイレムM92システム,,IREM,ガンフォース,,0,0
1991-07-01,AC,アイレムM92システム,,IREM,クロス・ブレイズ,,0,0
1991-09-01,AC,アイレムM90システム,,IREM,ボンバーマン - ハドソンからライセンスを受け開発。,,0,0
1991-10-01,AC,アイレムM72システム,,IREM,GALLOP,,0,0
1991-12-01,AC,アイレムM92システム,,IREM,サンダーブラスター,,0,0
1992-05-01,AC,アイレムM92システム,,IREM,魔法警備隊ガンホーキ,,0,0
1992-06-01,AC,-,,IREM,ボンバーマンワールド,,0,0
1992-07-01,AC,アイレムM92システム,,IREM,アンダーカバーコップス,,0,0
1992-10-01,AC,アイレムM92システム,,IREM,メジャータイトル２,,0,0
1992-11-01,AC,アイレムM92システム,SHT,IREM,R-TYPE LEO,,0,0
1992-12-01,AC,アイレムM97システム,,IREM,クイズF-1 ワンツーフィニッシュ,,0,0
1993-02-01,AC,アイレムM92システム,,IREM,フック,,0,0
1993-04-01,AC,アイレムM92システム,,IREM,海底大戦争,,0,0
1993-01-01,AC,-,,IREM,四川省Ⅱ,タムテックス,0,0
1993-09-01,AC,アイレムM97システム,,IREM,ぐっすんおよよ,,0,0
1993-09-01,AC,アイレムM92システム,ACT,IREM,野球格闘リーグマン - ベルトスクロールアクション,,0,0
1993-12-01,AC,アイレムM92システム,,IREM,パーフェクト・ソルジャーズ,,0,0
1994-02-01,AC,アイレムM92システム,,IREM,ファイアーバレル,タムテックス,0,0
1994-07-01,AC,アイレムM92システム,,IREM,ジオストーム,,0,0
1994-09-01,AC,アイレムM107システム,サッカー,IREM,ドリームサッカー'94,,0,0
1990-04-26,AC,MVS,,SNK,NAM-1975,SNK,0,0
1990-04-26,AC,MVS,野球,SNK,ベースボールスターズプロフェッショナル,SNK,0,0
1990-04-26,AC,MVS,,SNK,マジシャンロード,アルファ電子,0,0
1990-04-26,AC,MVS,,SNK,麻雀狂列伝 -西日本編-,SNK,0,0
1990-05-23,AC,MVS,,SNK,トッププレイヤーズゴルフ,SNK,0,0
1990-07-24,AC,MVS,,SNK,ニンジャコンバット,アルファ電子,0,0
1990-07-24,AC,MVS,,SNK,ライディングヒーロー,SNK,0,0
1990-10-08,AC,MVS,,SNK,ザ・スーパースパイ,SNK,0,0
1990-11-07,AC,MVS,,SNK,サイバーリップ,SNK,0,0
1990-11-20,AC,MVS,,SNK,ジョイジョイキッド,SNK,0,0
1990-12-10,AC,MVS,,SNK,リーグボウリング,SNK,0,0
1991-01-25,AC,MVS,,SNK,ゴーストパイロット,SNK,0,0
1991-02-12,AC,MVS,,SNK,戦国伝承,SNK,0,0
1991-02-25,AC,MVS,,SNK,キング・オブ・ザ・モンスターズ,SNK,0,0
1991-03-14,AC,MVS,,SNK,ラギ,アルファ電子,0,0
1991-03-25,AC,MVS,,SNK,ASO II 〜ラストガーディアン〜,SNK,0,0
1991-05-20,AC,MVS,,SNK,バーニングファイト,SNK,0,0
1991-07-01,AC,MVS,,SNK,みなさんのおかげさまです! 大スゴロク大会,モノリス,0,0
1991-07-25,AC,MVS,,SNK,クロスソード,アルファ電子,0,0
1991-08-30,AC,MVS,,SNK,あしたのジョー伝説,ウェイブ,0,0
1991-08-30,AC,MVS,,SNK,クイズ大捜査線 〜THE LAST COUNT DOWN〜,SNK,0,0
1991-09-20,AC,MVS,野球,SNK,2020年スーパーベースボール,SNK,0,0
1991-10-30,AC,MVS,,SNK,ロボアーミー,SNK,0,0
1991-11-08,AC,MVS,,SNK,スラッシュラリー[注釈 5],アルファ電子,0,0
1991-11-20,AC,MVS,,SNK,8マン,SNK,0,0
1991-11-25,AC,MVS,FTG,SNK,餓狼伝説 〜宿命の闘い〜,SNK,0,0
1991-12-20,AC,MVS,,SNK,バカ殿様麻雀漫遊記,モノリス,0,0
1992-01-31,AC,MVS,,SNK,フットボールフレンジー,SNK,0,0
1992-02-14,AC,MVS,サッカー,SNK,サッカーブロール,SNK,0,0
1992-02-14,AC,MVS,サッカー,SNK,得点王,SNK,0,0
1992-03-16,AC,MVS,,SNK,ミューテイション・ネイション,SNK,0,0
1992-03-23,AC,MVS,,SNK,ラストリゾート,SNK,0,0
1992-04-15,AC,MVS,野球,SNK,ベースボールスターズ2,SNK,0,0
1992-04-24,AC,MVS,,SNK,クイズ迷探偵ネオ&ジオ -クイズ大捜査線パート2-,SNK,0,0
1992-04-30,AC,MVS,,SNK,ニンジャコマンドー,アルファ電子,0,0
1992-05-25,AC,MVS,,SNK,キング・オブ・ザ・モンスターズ2 〜THE NEXT THING〜,SNK,0,0
1992-06-15,AC,MVS,,SNK,アンドロデュノス,ビスコ,0,0
1992-07-28,AC,MVS,FTG,SNK,ワールドヒーローズ,アルファ電子,0,0
1992-09-24,AC,MVS,FTG,SNK,龍虎の拳,SNK,0,0
1992-11-20,AC,MVS,SHT,SNK,ビューポイント,サミー工業,0,0
1992-12-10,AC,MVS,FTG,SNK,餓狼伝説2 〜新たなる闘い〜,SNK,0,0
1993-02-18,AC,MVS,,SNK,戦国伝承2,SNK,0,0
1993-03-25,AC,MVS,,SNK,ファイヤースープレックス,SNK,0,0
1993-04-26,AC,MVS,FTG,SNK,ワールドヒーローズ2,ADK,0,0
1993-07-07,AC,MVS,FTG,SNK,SAMURAI SPIRITS,SNK,0,0
1993-09-16,AC,MVS,FTG,SNK,餓狼伝説スペシャル,SNK,0,0
1993-12-16,AC,MVS,,SNK,ミラクルアドベンチャー,データイースト,0,0
1994-02-03,AC,MVS,FTG,SNK,龍虎の拳2,SNK,0,0
1994-02-17,AC,MVS,,SNK,フライングパワーディスク,データイースト,0,0
1994-03-17,AC,MVS,,SNK,ファイターズヒストリーダイナマイト,データイースト,0,0
1994-04-19,AC,MVS,サッカー,SNK,得点王2,SNK,0,0
1994-04-26,AC,MVS,FTG,SNK,ワールドヒーローズ2 JET,ADK,0,0
1994-05-18,AC,MVS,,SNK,トップハンター ～ロディー&キャシー～,SNK,0,0
1994-05-25,AC,MVS,,SNK,ぐるりん,フェイス,0,0
1994-06-28,AC,MVS,,SNK,ファイトフィーバー,ビッコム,0,0
1994-06-29,AC,MVS,,SNK,雀神伝説 〜クエスト・オブ・ジャンマスター〜,エイコム,0,0
1994-07-18,AC,MVS,,SNK,ソニックウィングス2,ビデオシステム,0,0
1994-07-26,AC,MVS,,SNK,痛快GANGAN行進曲,ADK,0,0
