稼働年月日,容量,基盤,ジャンル,メーカー,タイトル,開発元,ジョブカテゴリ,カウント
1994-08-25,AC,MVS,FTG,SNK,ザ・キング・オブ・ファイターズ'94,SNK,0,0
1994-09-13,AC,MVS,,SNK,作戦名ラグナロク,NMK,0,0
1994-10-19,AC,MVS,,SNK,パワースパイクスII,ビデオシステム,0,0
1994-10-28,AC,MVS,FTG,SNK,真SAMURAI SPIRITS 覇王丸地獄変,SNK,0,0
1994-12-08,AC,MVS,,SNK,ダンクドリーム,データイースト,0,0
1994-12-21,AC,MVS,PZL/TBL,SNK,パズルボブル,タイトー,0,0
1995-01-18,AC,MVS,,SNK,ボンバーマン ぱにっくボンバー,エイティング,0,0
1995-01-24,AC,MVS,,SNK,ギャラクシーファイト ユニバーサル・ウォーリアーズ,サンソフト,0,0
1995-02-01,AC,MVS,,SNK,クイズ キング・オブ・ファイターズ,ザウルス,0,0
1995-03-03,AC,MVS,,SNK,ダブルドラゴン,テクノスジャパン,0,0
1995-03-07,AC,MVS,サッカー,SNK,得点王3 〜栄光への挑戦〜,SNK,0,0
1995-03-27,AC,MVS,FTG,SNK,餓狼伝説3 〜遥かなる闘い〜,SNK,0,0
1995-04-25,AC,MVS,,SNK,風雲黙示録,SNK,0,0
1995-05-25,AC,MVS,FTG,SNK,ワールドヒーローズパーフェクト,ADK,0,0
1995-06-20,AC,MVS,FTG,SNK,天外魔境 真伝,ハドソン,0,0
1995-07-25,AC,MVS,FTG,SNK,ザ・キング・オブ・ファイターズ'95,SNK,0,0
1995-08-28,AC,MVS,,SNK,パルスター,エイコム,0,0
1995-09-01,AC,MVS,,SNK,GOAL！GOAL！GOAL！,ビスコ,0,0
1995-09-18,AC,MVS,,SNK,超人学園ゴウカイザー,テクノスジャパン,0,0
1995-09-27,AC,MVS,,SNK,ステークスウィナー,ザウルス,0,0
1995-09-28,AC,MVS,,SNK,将棋の達人,ADK,0,0
1995-10-12,AC,MVS,,SNK,ソニックウィングス3,ビデオシステム,0,0
1995-11-15,AC,MVS,FTG,SNK,サムライスピリッツ 斬紅郎無双剣,SNK,0,0
1995-11-27,AC,MVS,,SNK,ちびまる子ちゃん まる子デラックスクイズ,タカラ,0,0
1995-11-28,AC,MVS,,SNK,パズルdeポン!,ビスコ,0,0
1995-12-21,AC,MVS,FTG,SNK,リアルバウト餓狼伝説,SNK,0,0
1996-01-01,AC,MVS,,SNK,くにおの熱血闘球伝説,テクノスジャパン,0,0
1996-01-01,AC,MVS,サッカー,SNK,テクモワールドサッカー'96,テクモ,0,0
1996-01-29,AC,MVS,,SNK,ビッグトーナメントゴルフ,ナスカ,0,0
1996-03-12,AC,MVS,FTG,SNK,ART OF FIGHTING 龍虎の拳 外伝,SNK,0,0
1996-03-21,AC,MVS,,SNK,マジカルドロップ2,データイースト,0,0
1996-03-26,AC,MVS,,SNK,NEOドリフトアウト,ビスコ,0,0
1996-04-19,AC,MVS,A-SHT,SNK,メタルスラッグ,ナスカ,0,0
1996-04-26,AC,MVS,,SNK,オーバートップ,ADK,0,0
1996-05-27,AC,MVS,,SNK,NINJA MASTER'S〜覇王忍法帖〜,ADK,0,0
1996-06-13,AC,MVS,,SNK,神凰拳,ザウルス,0,0
1996-07-19,AC,MVS,,SNK,フットサル 〜5 ON 5 MINI SOCCER〜,ザウルス,0,0
1996-07-30,AC,MVS,FTG,SNK,ザ・キング・オブ・ファイターズ'96,SNK,0,0
1996-09-20,AC,MVS,,SNK,風雲スーパータッグバトル,SNK,0,0
1996-09-24,AC,MVS,,SNK,ステークスウィナー2,ザウルス,0,0
1996-10-16,AC,MVS,サッカー,SNK,得点王 炎のリベロ,SNK,0,0
1996-10-25,AC,MVS,FTG,SNK,サムライスピリッツ 天草降臨,SNK,0,0
1996-11-21,AC,MVS,,SNK,わくわく7,サンソフト,0,0
1996-11-25,AC,MVS,,SNK,ティンクルスタースプライツ,ADK,0,0
1996-12-17,AC,MVS,,SNK,ブレイカーズ,ビスコ,0,0
1997-01-01,AC,MVS,,SNK,ガッポリン,ビデオシステム,0,0
1997-01-01,AC,MVS,,SNK,パズルdeポン!R,ビスコ,0,0
1997-01-17,AC,MVS,,SNK,マネーアイドルエクスチェンジャー,フェイス,0,0
1997-01-28,AC,MVS,FTG,SNK,リアルバウト餓狼伝説スペシャル,SNK,0,0
1997-04-25,AC,MVS,,SNK,マジカルドロップ3,データイースト,0,0
1997-05-01,AC,MVS,,SNK,ネオ・ボンバーマン,ハドソン,0,0
1997-06-26,AC,MVS,,SNK,ネオMr.Do!,ビスコ,0,0
1997-07-28,AC,MVS,FTG,SNK,ザ・キング・オブ・ファイターズ'97,SNK,0,0
1997-08-25,AC,MVS,,SNK,ウッチャンナンチャンの炎のチャレンジャー ウルトラ電流イライラ棒,ザウルス,0,0
1997-11-11,AC,MVS,,SNK,ショックトルーパーズ,ザウルス,0,0
1997-12-05,AC,MVS,FTG,SNK,幕末浪漫 月華の剣士,SNK,0,0
1998-01-19,AC,MVS,,SNK,ブレイジングスター,夢工房,0,0
1998-03-20,AC,MVS,FTG,SNK,リアルバウト餓狼伝説2 〜THE NEWCOMERS〜,SNK,0,0
1998-04-02,AC,MVS,A-SHT,SNK,メタルスラッグ2,SNK,0,0
1998-05-01,AC,MVS,サッカー,SNK,ネオジオカップ'98 〜THE ROAD TO THE VICTORY〜,SNK,0,0
1998-07-03,AC,MVS,,SNK,ブレイカーズ・リベンジ,ビスコ,0,0
1998-07-23,AC,MVS,FTG,SNK,ザ・キング・オブ・ファイターズ'98 〜DREAM MATCH NEVER ENDS〜,SNK,0,0
1998-11-06,AC,MVS,,SNK,ショックトルーパーズ セカンドスカッド,ザウルス,0,0
1998-11-25,AC,MVS,FTG,SNK,幕末浪漫第二幕 月華の剣士 〜月に咲く華、散りゆく花〜,SNK,0,0
1998-12-08,AC,MVS,,SNK,フリップショット,ビスコ,0,0
1999-01-01,AC,MVS,PZL/TBL,SNK,パズルボブル2,タイトー,0,0
1999-01-01,AC,MVS,,SNK,武蔵巌流記,ビスコ,0,0
1999-05-27,AC,MVS,,SNK,キャプテン・トマディ,ビスコ,0,0
1999-05-27,AC,MVS,A-SHT,SNK,メタルスラッグX,SNK,0,0
1999-07-22,AC,MVS,FTG,SNK,ザ・キング・オブ・ファイターズ'99 〜Millennium Battle〜,SNK,0,0
1999-09-27,AC,MVS,,SNK,プレヒストリックアイル2 原始島,夢工房,0,0
1999-11-26,AC,MVS,FTG,SNK,餓狼 MARK OF THE WOLVES,SNK,0,0
1999-12-24,AC,MVS,,SNK,ストライカーズ1945 PLUS,彩京,0,0
2000-01-01,AC,MVS,,SNK,バンビード,ビスコ,0,0
2000-06-01,AC,MVS,A-SHT,SNK,メタルスラッグ3,SNK,0,0
2000-07-26,AC,MVS,FTG,SNK,ザ・キング・オブ・ファイターズ2000,SNK,0,0
2001-01-01,AC,MVS,,SNK,Jockey Grand Prix,ブレッツァソフト,0,0
2001-01-01,AC,MVS,,SNK,V-LINER,ブレッツァソフト,0,0
2001-01-27,AC,MVS,,SNK,ナイトメア・イン・ザ・ダーク,イレブン/ガバキング,0,0
2001-07-18,AC,MVS,,SNK,戦国伝承2001,ノイズファクトリー,0,0
2001-09-01,AC,MVS,,SNK,ズパパ!,SNK,0,0
2001-11-15,AC,MVS,FTG,SNK,ザ・キング・オブ・ファイターズ2001,イオリス/サン・アミューズメント,0,0
2002-03-27,AC,MVS,A-SHT,SNK,メタルスラッグ4,メガ・エンタープライズ/プレイモア,0,0
2002-06-06,AC,MVS,,SNK,レイジ・オブ・ザ・ドラゴンズ,エヴォガエンターテイメント/プレイモア,0,0
2002-10-10,AC,MVS,FTG,SNK,ザ・キング・オブ・ファイターズ2002 〜CHALLENGE TO ULTIMATE BATTLE〜,イオリス/プレイモア,0,0
2003-03-21,AC,MVS,FTG,SNK,新・豪血寺一族 闘婚-Matrimelee-,プレイモア,0,0
2003-07-24,AC,MVS,,SNK,SNK VS. CAPCOM SVC CHAOS,プレイモア,0,0
2003-10-10,AC,MVS,FTG,SNK,サムライスピリッツ零,悠紀エンタープライズ,0,0
2003-11-13,AC,MVS,A-SHT,SNK,メタルスラッグ5,SNKプレイモア,0,0
2003-12-12,AC,MVS,FTG,SNK,ザ・キング・オブ・ファイターズ2003,SNKネオジオ,0,0
2003-12-24,AC,MVS,,SNK,ポチッとにゃ〜,アイキ/タイトー,0,0
2004-04-22,AC,MVS,FTG,SNK,サムライスピリッツ零スペシャル,悠紀エンタープライズ,0,0
1986-07-01,,-,,SNK,アテナ,SNK,0,0
1987-02-01,,-,,SNK,バミューダトライアングル,SNK,0,0
1987-03-01,,-,,SNK,サイコソルジャー,SNK,0,0
1988-11-01,,-,,SNK,タッチダウンフィーバーII,SNK,0,0
1987-12-01,,-,,SNK,ゲバラ,,0,0
1988-03-01,,-,,SNK,ファイティングゴルフ,SNK,0,0
1988-05-01,,-,,SNK,ファイティングサッカー,SNK,0,0
1988-06-01,,-,,SNK,航空騎兵物語,,0,0
1988-06-01,,-,,SNK,リートレビノのファイティングゴルフ（英語版）,SNK,0,0
1988-11-01,,-,,SNK,脱獄 -Prisoners of War-,SNK,0,0
1988-10-01,,-,,SNK,カントリークラブ,SNK,0,0
1989-03-01,,-,,SNK,怒III,,0,0
1989-03-01,,-,,SNK,メカナイズドアタック,SNK,0,0
1989-05-01,,-,,SNK,原始島,,0,0
1989-07-01,,-,,SNK,ストリートスマート,SNK,0,0
1989-11-01,,-,,SNK,ビーストバスターズ,SNK,0,0
1989-12-01,,-,,SNK,SAR,SNK,0,0
1986-10-01,,-,,SNK,怒号層圏,SNK/Trade West,0,0
1988-01-01,,-,,SNK,パドルマニア,SNK,0,0
1989-10-01,,-,,SNK,ネクストスペース,SNK/PIC,0,0
1983-12-01,,-,,SNK,Nova 2001,UPL,0,0
1983-06-01,,-,,JALECO,カメレオン,,0,0
1983-10-01,,-,,JALECO,クイズタイムアタック,,0,0
1983-12-01,,-,,JALECO,D-DAY,,0,0
1984-03-01,,-,,JALECO,パラレルターン,,0,0
1984-07-01,,-,,JALECO,フォーメーションZ,,0,0
1984-08-01,,-,,JALECO,ピンボ,,0,0
1985-05-01,,-,,JALECO,フィールドコンバット,,0,0
1985-07-01,,-,,JALECO,シティコネクション,,0,0
1986-01-01,,-,,JALECO,アーガス,日本マイコン開発,0,0
1986-08-01,,-,,JALECO,モモコ120%,,0,0
1986-11-01,,-,,JALECO,バルトリック,日本マイコン開発,0,0
1987-01-01,,-,,JALECO,サイキック5,日本マイコン開発,0,0
1987-03-01,,-,,JALECO,エクセライザー,,0,0
1987-07-01,,-,,JALECO,銀河任侠伝,,0,0
1987-12-01,,-,,JALECO,ぶたさん,日本マイコン開発,0,0
1988-04-01,,-,,JALECO,燃えろ！プロ野球・ホームラン競争,,0,0
1988-05-01,,-,,JALECO,P-47,日本マイコン開発,0,0
1988-06-01,,-,,JALECO,キックオフ,,0,0
1988-07-01,,-,,JALECO,魔魁伝説,日本マイコン開発,0,0
1988-08-01,,-,,JALECO,武田信玄,,0,0
1988-09-01,,-,,JALECO,伊賀忍術伝 五神の書,,0,0
1989-02-01,,-,,JALECO,天聖龍（セイントドラゴン）,日本マイコン開発,0,0
1989-09-01,,-,,JALECO,破兆,,0,0
1989-05-01,,-,,JALECO,プラスアルファ,,0,0
1989-07-01,,-,,JALECO,実力！プロ野球,,0,0
1989-09-01,,-,,JALECO,ビッグラン,Bitbox,0,0
1989-12-01,,-,,JALECO,ザ・ロード・オブ・キング,,0,0
1983-10-01,,-,,JALECO,エクセリオン,,0,0
1984-10-01,,-,,セイブ開発,功夫大君,セイブ開発,0,0
1983-09-01,,-,,セイブ開発,スティンガー,セイブ開発/シグマ,0,0
1984-02-01,,-,,セイブ開発,赤ずきん,セイブ開発/シグマ,0,0
1984-02-01,,-,,セイブ開発,サイオン,セイブ開発/シグマ,0,0
1982-10-01,,-,,セイブ開発,ポンポコ,セイブ開発/シグマ,0,0
1985-01-01,,-,,セイブ開発,ウィズ,セイブ開発/タイトー,0,0
1985-06-01,,-,,セイブ開発,ショットライダー,セイブ開発/タイトー,0,0
1986-04-01,,-,,セイブ開発,ナックルジョー,セイブ開発/タイトー,0,0
1986-06-01,,-,,セイブ開発,エンパイア シティ:1931,セイブ開発/タイトー,0,0
1986-12-01,,-,,セイブ開発,パニックロード,セイブ開発/タイトー,0,0
1987-08-01,,-,,セイブ開発,クロスシューター,セイブ開発/タイトー,0,0
1987-01-01,,-,,セイブ開発,ダークミスト,セイブ開発/タイトー,0,0
1989-07-01,,-,,セイブ開発,リードアングル,セイブ開発/タイトー,0,0
1989-09-01,,-,,セイブ開発,ダイナマイトデューク,セイブ開発/タイトー,0,0
1980-07-01,,-,,DATAEAST,マッドライダー,,0,0
1983-06-01,,-,,DATAEAST,幻魔大戦,,0,0
1984-02-01,,-,,DATAEAST,サンダーストーム,,0,0
1984-02-01,,-,,DATAEAST,ザビガ,,0,0
1984-04-01,,-,,DATAEAST,ジェネシス,,0,0
1984-08-01,,-,,DATAEAST,イエローキャブ,,0,0
1984-09-01,,-,,DATAEAST,対戦空手道 青春美少女編,,0,0
1984-10-01,,-,,DATAEAST,B-WINGS,,0,0
1984-12-01,,-,,DATAEAST,リバレーション,,0,0
1985-04-01,,-,,DATAEAST,プロ野球入団テスト トライアウト,,0,0
1985-06-01,,-,,DATAEAST,チャンバラ,,0,0
1985-07-01,,-,,DATAEAST,シュートアウト（英語版）,,0,0
1985-08-01,,-,,DATAEAST,ロードブラスター,,0,0
1985-09-01,,-,,DATAEAST,撃墜王,,0,0
1985-10-01,,-,,DATAEAST,メタルクラッシュ,,0,0
1985-11-01,,-,,DATAEAST,コンペティションゴルフ 決勝ラウンド,,0,0
1986-01-01,,-,,DATAEAST,ウエスタンエクスプレス,,0,0
1986-02-01,,-,,DATAEAST,強行突破,,0,0
1986-03-01,,-,,DATAEAST,ダーウィン4078,,0,0
1986-06-01,,-,,DATAEAST,サイドポケット,,0,0
1986-10-01,,-,,DATAEAST,のぼらんか,コアランドテクノロジー,0,0
1986-10-01,,-,,DATAEAST,ラストミッション,,0,0
1986-11-01,,-,,DATAEAST,ブレイウッド,,0,0
1987-01-01,,-,,DATAEAST,カルノフ,,0,0
1987-02-01,,-,,DATAEAST,魔境戦士,,0,0
1987-04-01,,-,,DATAEAST,臥竜列伝,,0,0
1987-05-01,,-,,DATAEAST,迷宮ハンターG（英語版）,,0,0
1987-06-01,,-,,DATAEAST,キャプテンシルバー,,0,0
1987-08-01,,-,,DATAEAST,サイコニクス・オスカー,,0,0
1987-10-01,,-,,DATAEAST,SRD（スーパーリアルダーウィン）,,0,0
1987-10-01,,-,,DATAEAST,ワンダープラネット,,0,0
1987-12-01,,-,,DATAEAST,ヘビーバレル,,0,0
1988-01-01,,-,,DATAEAST,チェルノブ -戦う人間発電所-,,0,0
1988-04-01,,-,,DATAEAST,ドラゴンニンジャ（英語版）,,0,0
1988-06-01,,-,,DATAEAST,バーディトライ,,0,0
1988-07-01,,-,,DATAEAST,スタジアムヒーロー,,0,0
1988-09-01,,-,,DATAEAST,コブラコマンド,,0,0
1989-01-01,,-,,DATAEAST,ロボコップ,,0,0
1989-02-01,,-,,DATAEAST,ならず者戦闘部隊 ブラッディウルフ,,0,0
1989-03-01,,-,,DATAEAST,ファイティングファンタジー,,0,0
1989-05-01,,-,,DATAEAST,アクトフェンサー,,0,0
1989-07-01,,-,,DATAEAST,シークレットエージェント,,0,0
1989-10-01,,-,,DATAEAST,ミッドナイトレジスタンス,,0,0
1980-04-01,,-,,DATAEAST,トマホーク777,,0,0
1983-06-01,,-,,DATAEAST,スクランブルエッグ,,0,0
1980-01-01,,-,,テクノン工業,ドラキュラハンター,,0,0
1980-01-01,,-,,ユニバーサル,コスミックエイリアン,,0,0
1980-04-01,,-,,ユニバーサル,戦国の自衛隊,,0,0
1980-06-01,,-,,ユニバーサル,チーキーマウス,,0,0
1980-08-01,,-,,ユニバーサル,マジカルスポット,,0,0
1980-11-01,,-,,ユニバーサル,ゼロアワー,,0,0
1980-12-01,,-,,ユニバーサル,スペースパニック,,0,0
1980-01-01,,-,,ユニバーサル,デビルゾーン,,0,0
1980-01-01,,-,,ユニバーサル,ミスターガンマン,,0,0
1981-07-01,,-,,ユニバーサル,コスミックアベンジャー,,0,0
1981-10-01,,-,,ユニバーサル,レディバグ,,0,0
1981-10-01,,-,,ユニバーサル,スナップジャック,,0,0
1982-10-01,,-,,ユニバーサル,Mr. Do!,,0,0
1983-09-01,,-,,ユニバーサル,スペースレイダー,,0,0
1983-10-01,,-,,ユニバーサル,Mr.DO VS UNICORN,,0,0
1984-05-01,,-,,ユニバーサル,ジャンピング・ジャック,,0,0
1984-03-01,,-,,ユニバーサル,Mr.Do's WILD RIDE,,0,0
1984-07-01,,-,,ユニバーサル,ドラゴンズレア,シネマトロニクス,0,0
1984-07-01,,-,,ユニバーサル,スペースエース,シネマトロニクス,0,0
1984-11-01,,-,,ユニバーサル,スーパードンキホーテ,,0,0
1984-01-01,,-,,ユニバーサル,キックライダー,,0,0
1986-10-01,,-,,ユニバーサル,アメリカンサッカー,,0,0
1987-03-01,,-,,ユニバーサル,DO! Run Run,,0,0
1980-06-01,,-,,新日本企画,アトムスマッシャー,,0,0
1980-10-01,,-,,新日本企画,サスケvsコマンダー,,0,0
1982-03-01,,-,,新日本企画,パイオニアバルーン,,0,0
1982-08-01,,-,,新日本企画,ラッソ,,0,0
1983-04-01,,-,,新日本企画,麻雀教室,,0,0
1983-09-01,,-,,新日本企画,タングラムQ,,0,0
1983-10-01,,-,,新日本企画,マービンズメイズ,,0,0
1984-03-01,,-,,新日本企画,ヴァンガード2,,0,0
1984-03-01,,-,,新日本企画,マッドクラッシャー,,0,0
1984-11-01,,-,,新日本企画,グラディエイター,,0,0
1984-11-01,,-,,新日本企画,ジャンピングクロス,,0,0
1984-11-01,,-,,新日本企画,メインイベント,,0,0
1985-03-01,,-,,新日本企画,ハル21,,0,0
1985-03-01,,-,,新日本企画,キャンバスクロッキー,,0,0
1981-04-01,,-,,新日本企画,ヴァンガード,,0,0
1981-10-01,,-,,新日本企画,スーパータンク,Video Games,0,0
1985-07-01,,-,,新日本企画,T・A・N・K,,0,0
1983-01-01,,-,,新日本企画,ジョイフルロード,,0,0
1981-10-01,,-,,新日本企画,ファンタジー,,0,0
1986-02-01,,-,,新日本企画,怒,,0,0
1981-04-01,,-,,新日本企画,サターンオブサタン,,0,0
1985-11-01,,-,,新日本企画,ASO,,0,0
1983-10-01,,-,,辰巳電子工業,TX-1,,0,0
1989-12-01,,-,,東亜プラン,鮫!鮫!鮫!,,0,0
1985-04-01,,-,,東亜プラン,パフォーマン,,0,0
1989-10-01,,-,,東亜プラン,ゼロウイング,,0,0
1980-06-01,,-,,NICHIBUTSU,ムーンクレスタ,,0,0
1980-09-01,,-,,NICHIBUTSU,スーパームーンクレスタ,,0,0
1980-10-01,,-,,NICHIBUTSU,ムーンクエーサー,,0,0
1980-10-01,,-,,NICHIBUTSU,ムーントレック,,0,0
1980-10-01,,-,,NICHIBUTSU,ムーンパルサー,,0,0
1980-11-01,,-,,NICHIBUTSU,クレイジー・クライマー,ジョルダン,0,0
1981-06-01,,-,,NICHIBUTSU,ムーンシャトル,,0,0
1981-09-01,,-,,NICHIBUTSU,フリスキー・トム,,0,0
1982-10-01,,-,,NICHIBUTSU,ラジカルラジアル,ロジテック,0,0
1982-12-01,,-,,NICHIBUTSU,ワイピング,,0,0
1983-07-01,,-,,NICHIBUTSU,SF-X,,0,0
1983-10-01,,-,,NICHIBUTSU,ダチョラー,,0,0
1983-12-01,,-,,NICHIBUTSU,キックボーイ,,0,0
1984-01-01,,-,,NICHIBUTSU,チューブパニック,,0,0
1984-03-01,,-,,NICHIBUTSU,ダイナミックスキー,タイヨーシステム,0,0
1984-04-01,,-,,NICHIBUTSU,セクターゾーン,,0,0
1984-11-01,,-,,NICHIBUTSU,悪戯天使,アリス,0,0
1984-01-01,,-,,NICHIBUTSU,ローラージャマー,,0,0
1985-03-01,,-,,NICHIBUTSU,マグマックス,,0,0
1985-09-01,,-,,NICHIBUTSU,COP 01,,0,0
1985-10-01,,-,,NICHIBUTSU,テラクレスタ,,0,0
1985-12-01,,-,,NICHIBUTSU,コスモポリス ギャリバン,,0,0
1986-03-01,,-,,NICHIBUTSU,マイティガイ,,0,0
1986-06-01,,-,,NICHIBUTSU,聖戦士アマテラス,,0,0
1986-10-01,,-,,NICHIBUTSU,妖魔忍法帖,,0,0
1986-10-01,,-,,NICHIBUTSU,UFOロボ ダンガー,,0,0
1987-04-01,,-,,NICHIBUTSU,キッドのホレホレ大作戦,,0,0
1987-05-01,,-,,NICHIBUTSU,超時迷宮レジオン,,0,0
1987-10-01,,-,,NICHIBUTSU,テラフォース,,0,0
1987-12-01,,-,,NICHIBUTSU,子連れ狼,,0,0
1988-10-01,,-,,NICHIBUTSU,クレイジー・クライマー2,,0,0
1989-07-01,,-,,NICHIBUTSU,戦え!ビッグファイター,,0,0
1988-08-01,,-,,NICHIBUTSU,アームドF,,0,0
1980-07-01,,-,,NINTENDO,スペースファイアバード,,0,0
1980-09-01,,-,,NINTENDO,ヘリファイア（英語版）,,0,0
1980-12-01,,-,,NINTENDO,レーダースコープ（英語版）,,0,0
1981-08-01,,-,,NINTENDO,スカイスキッパー,,0,0
1981-08-01,,-,,NINTENDO,ドンキーコング,,0,0
1982-08-02,,-,,NINTENDO,ドンキーコングJR.,,0,0
1982-08-02,,-,,NINTENDO,ポパイ,,0,0
1983-06-01,,-,,NINTENDO,マリオブラザーズ,,0,0
1983-10-21,,-,,NINTENDO,ドンキーコング3,,0,0
1984-02-01,,-,,NINTENDO,パンチアウト!!,,0,0
1984-10-22,,-,,NINTENDO,スーパーパンチアウト!!,,0,0
1982-05-01,,-,,NINTENDO,ジャックと豆の木,,0,0
1982-01-01,,-,,NINTENDO,プロビリヤード,,0,0
1990-04-01,,-,SHT-TOP,セイブ開発,雷電,セイブ開発/テクモ,0,0
1992-05-01,,-,,セイブ開発,セイブカップサッカー,セイブ開発/テクモ,0,0
1995-10-01,,SPIシステム,,セイブ開発,戦球,,0,0
1997-12-01,,SPIシステム,,セイブ開発,ライデンファイターズ2 -Operation Hell Dive-,セイブ開発/日本システム,0,0
1993-05-01,,-,,セイブ開発,ゼロチーム,セイブ開発/日本システム,0,0
1993-11-01,,-,SHT-TOP,セイブ開発,雷電 II,セイブ開発/日本システム,0,0
1994-07-01,,-,SHT-TOP,セイブ開発,雷電 DX,セイブ開発/日本システム,0,0
1995-05-01,,SPIシステム,,セイブ開発,バイパーフェイズ1,セイブ開発/日本システム,0,0
1996-11-01,,SPIシステム,,セイブ開発,ライデンファイターズ,セイブ開発/日本システム,0,0
1990-02-01,,-,,DATAEAST,空牙,,0,0
1990-03-01,,-,,DATAEAST,クルードバスター,,0,0
1990-04-01,,-,,DATAEAST,トリオ・ザ・パンチ,,0,0
1990-04-01,,-,,DATAEAST,バルダーダッシュ,,0,0
1990-06-01,,-,,DATAEAST,ダークシール,,0,0
1990-12-01,,-,,DATAEAST,スーパーバーガータイム,,0,0
1991-01-01,,-,,DATAEAST,エドワードランディ,,0,0
1991-02-01,,-,,DATAEAST,JOE&MAC 戦え原始人,,0,0
