年月,経営動向・景況感,現状・見通,変化,DI,未使用1,未使用4,ジョブカテゴリ,カウント
2024-05-01,景況感,現状,かなり改善,周辺地域景気判断DI,,,,0
2024-06-01,景況感,現状,かなり悪化,周辺地域景気判断DI,,,,0
2024-06-01,景況感,現状,やや悪化,周辺地域景気判断DI,,,,144
2024-06-01,景況感,現状,変わらない,周辺地域景気判断DI,,,,816
2024-06-01,景況感,現状,やや改善,周辺地域景気判断DI,,,,40
2024-06-01,景況感,現状,かなり改善,周辺地域景気判断DI,,,,0
2024-07-01,景況感,現状,かなり悪化,周辺地域景気判断DI,,,,6
2024-07-01,景況感,現状,やや悪化,周辺地域景気判断DI,,,,181
2024-07-01,景況感,現状,変わらない,周辺地域景気判断DI,,,,774
2024-07-01,景況感,現状,やや改善,周辺地域景気判断DI,,,,40
2024-07-01,景況感,現状,かなり改善,周辺地域景気判断DI,,,,0
2024-08-01,景況感,現状,かなり悪化,周辺地域景気判断DI,,,,0
2024-08-01,景況感,現状,やや悪化,周辺地域景気判断DI,,,,135
2024-08-01,景況感,現状,変わらない,周辺地域景気判断DI,,,,801
2024-08-01,景況感,現状,やや改善,周辺地域景気判断DI,,,,64
2024-08-01,景況感,現状,かなり改善,周辺地域景気判断DI,,,,0
2024-09-01,景況感,現状,かなり悪化,周辺地域景気判断DI,,,,0
2024-09-01,景況感,現状,やや悪化,周辺地域景気判断DI,,,,108
2024-09-01,景況感,現状,変わらない,周辺地域景気判断DI,,,,867
2024-09-01,景況感,現状,やや改善,周辺地域景気判断DI,,,,25
2024-09-01,景況感,現状,かなり改善,周辺地域景気判断DI,,,,0
2011-04-01,景況感,見通,かなり悪化,周辺地域景気判断DI,,,,29
2011-04-01,景況感,見通,やや悪化,周辺地域景気判断DI,,,,445
2011-04-01,景況感,見通,変わらない,周辺地域景気判断DI,,,,494
2011-04-01,景況感,見通,やや改善,周辺地域景気判断DI,,,,32
2011-04-01,景況感,見通,かなり改善,周辺地域景気判断DI,,,,0
2011-05-01,景況感,見通,かなり悪化,周辺地域景気判断DI,,,,38
2011-05-01,景況感,見通,やや悪化,周辺地域景気判断DI,,,,407
2011-05-01,景況感,見通,変わらない,周辺地域景気判断DI,,,,521
2011-05-01,景況感,見通,やや改善,周辺地域景気判断DI,,,,35
2011-05-01,景況感,見通,かなり改善,周辺地域景気判断DI,,,,0
2011-06-01,景況感,見通,かなり悪化,周辺地域景気判断DI,,,,23
2011-06-01,景況感,見通,やや悪化,周辺地域景気判断DI,,,,341
2011-06-01,景況感,見通,変わらない,周辺地域景気判断DI,,,,599
2011-06-01,景況感,見通,やや改善,周辺地域景気判断DI,,,,37
2011-06-01,景況感,見通,かなり改善,周辺地域景気判断DI,,,,0
2011-07-01,景況感,見通,かなり悪化,周辺地域景気判断DI,,,,26
2011-07-01,景況感,見通,やや悪化,周辺地域景気判断DI,,,,321
2011-07-01,景況感,見通,変わらない,周辺地域景気判断DI,,,,610
2011-07-01,景況感,見通,やや改善,周辺地域景気判断DI,,,,43
2011-07-01,景況感,見通,かなり改善,周辺地域景気判断DI,,,,0
2011-08-01,景況感,見通,かなり悪化,周辺地域景気判断DI,,,,25
2011-08-01,景況感,見通,やや悪化,周辺地域景気判断DI,,,,324
2011-08-01,景況感,見通,変わらない,周辺地域景気判断DI,,,,629
2011-08-01,景況感,見通,やや改善,周辺地域景気判断DI,,,,22
2011-08-01,景況感,見通,かなり改善,周辺地域景気判断DI,,,,0
2011-09-01,景況感,見通,かなり悪化,周辺地域景気判断DI,,,,21
2011-09-01,景況感,見通,やや悪化,周辺地域景気判断DI,,,,307
2011-09-01,景況感,見通,変わらない,周辺地域景気判断DI,,,,631
2011-09-01,景況感,見通,やや改善,周辺地域景気判断DI,,,,41
2011-09-01,景況感,見通,かなり改善,周辺地域景気判断DI,,,,0
2011-10-01,景況感,見通,かなり悪化,周辺地域景気判断DI,,,,27
2011-10-01,景況感,見通,やや悪化,周辺地域景気判断DI,,,,306
2011-10-01,景況感,見通,変わらない,周辺地域景気判断DI,,,,646
2011-10-01,景況感,見通,やや改善,周辺地域景気判断DI,,,,20
2011-10-01,景況感,見通,かなり改善,周辺地域景気判断DI,,,,0
2011-11-01,景況感,見通,かなり悪化,周辺地域景気判断DI,,,,37
2011-11-01,景況感,見通,やや悪化,周辺地域景気判断DI,,,,364
2011-11-01,景況感,見通,変わらない,周辺地域景気判断DI,,,,576
2011-11-01,景況感,見通,やや改善,周辺地域景気判断DI,,,,24
2011-11-01,景況感,見通,かなり改善,周辺地域景気判断DI,,,,0
2011-12-01,景況感,見通,かなり悪化,周辺地域景気判断DI,,,,21
2011-12-01,景況感,見通,やや悪化,周辺地域景気判断DI,,,,293
2011-12-01,景況感,見通,変わらない,周辺地域景気判断DI,,,,657
2011-12-01,景況感,見通,やや改善,周辺地域景気判断DI,,,,28
2011-12-01,景況感,見通,かなり改善,周辺地域景気判断DI,,,,0
2012-01-01,景況感,見通,かなり悪化,周辺地域景気判断DI,,,,16
2012-01-01,景況感,見通,やや悪化,周辺地域景気判断DI,,,,299
2012-01-01,景況感,見通,変わらない,周辺地域景気判断DI,,,,645
2012-01-01,景況感,見通,やや改善,周辺地域景気判断DI,,,,40
2012-01-01,景況感,見通,かなり改善,周辺地域景気判断DI,,,,0
2012-02-01,景況感,見通,かなり悪化,周辺地域景気判断DI,,,,27
2012-02-01,景況感,見通,やや悪化,周辺地域景気判断DI,,,,199
2012-02-01,景況感,見通,変わらない,周辺地域景気判断DI,,,,731
2012-02-01,景況感,見通,やや改善,周辺地域景気判断DI,,,,43
2012-02-01,景況感,見通,かなり改善,周辺地域景気判断DI,,,,0
2012-03-01,景況感,見通,かなり悪化,周辺地域景気判断DI,,,,17
2012-03-01,景況感,見通,やや悪化,周辺地域景気判断DI,,,,246
2012-03-01,景況感,見通,変わらない,周辺地域景気判断DI,,,,706
2012-03-01,景況感,見通,やや改善,周辺地域景気判断DI,,,,31
2012-03-01,景況感,見通,かなり改善,周辺地域景気判断DI,,,,0
2012-04-01,景況感,見通,かなり悪化,周辺地域景気判断DI,,,,13
2012-04-01,景況感,見通,やや悪化,周辺地域景気判断DI,,,,234
2012-04-01,景況感,見通,変わらない,周辺地域景気判断DI,,,,717
2012-04-01,景況感,見通,やや改善,周辺地域景気判断DI,,,,36
2012-04-01,景況感,見通,かなり改善,周辺地域景気判断DI,,,,0
2012-05-01,景況感,見通,かなり悪化,周辺地域景気判断DI,,,,7
2012-05-01,景況感,見通,やや悪化,周辺地域景気判断DI,,,,227
2012-05-01,景況感,見通,変わらない,周辺地域景気判断DI,,,,739
2012-05-01,景況感,見通,やや改善,周辺地域景気判断DI,,,,27
2012-05-01,景況感,見通,かなり改善,周辺地域景気判断DI,,,,0
2012-06-01,景況感,見通,かなり悪化,周辺地域景気判断DI,,,,7
2012-06-01,景況感,見通,やや悪化,周辺地域景気判断DI,,,,276
2012-06-01,景況感,見通,変わらない,周辺地域景気判断DI,,,,687
2012-06-01,景況感,見通,やや改善,周辺地域景気判断DI,,,,30
2012-06-01,景況感,見通,かなり改善,周辺地域景気判断DI,,,,0
2012-07-01,景況感,見通,かなり悪化,周辺地域景気判断DI,,,,14
2012-07-01,景況感,見通,やや悪化,周辺地域景気判断DI,,,,301
2012-07-01,景況感,見通,変わらない,周辺地域景気判断DI,,,,676
2012-07-01,景況感,見通,やや改善,周辺地域景気判断DI,,,,10
2012-07-01,景況感,見通,かなり改善,周辺地域景気判断DI,,,,0
2012-08-01,景況感,見通,かなり悪化,周辺地域景気判断DI,,,,24
2012-08-01,景況感,見通,やや悪化,周辺地域景気判断DI,,,,292
2012-08-01,景況感,見通,変わらない,周辺地域景気判断DI,,,,674
2012-08-01,景況感,見通,やや改善,周辺地域景気判断DI,,,,10
2012-08-01,景況感,見通,かなり改善,周辺地域景気判断DI,,,,0
2012-09-01,景況感,見通,かなり悪化,周辺地域景気判断DI,,,,7
2012-09-01,景況感,見通,やや悪化,周辺地域景気判断DI,,,,311
2012-09-01,景況感,見通,変わらない,周辺地域景気判断DI,,,,668
2012-09-01,景況感,見通,やや改善,周辺地域景気判断DI,,,,14
2012-09-01,景況感,見通,かなり改善,周辺地域景気判断DI,,,,0
2012-10-01,景況感,見通,かなり悪化,周辺地域景気判断DI,,,,33
2012-10-01,景況感,見通,やや悪化,周辺地域景気判断DI,,,,341
2012-10-01,景況感,見通,変わらない,周辺地域景気判断DI,,,,623
2012-10-01,景況感,見通,やや改善,周辺地域景気判断DI,,,,4
2012-10-01,景況感,見通,かなり改善,周辺地域景気判断DI,,,,0
2012-11-01,景況感,見通,かなり悪化,周辺地域景気判断DI,,,,33
2012-11-01,景況感,見通,やや悪化,周辺地域景気判断DI,,,,377
2012-11-01,景況感,見通,変わらない,周辺地域景気判断DI,,,,586
2012-11-01,景況感,見通,やや改善,周辺地域景気判断DI,,,,4
2012-11-01,景況感,見通,かなり改善,周辺地域景気判断DI,,,,0
2012-12-01,景況感,見通,かなり悪化,周辺地域景気判断DI,,,,36
2012-12-01,景況感,見通,やや悪化,周辺地域景気判断DI,,,,299
2012-12-01,景況感,見通,変わらない,周辺地域景気判断DI,,,,619
2012-12-01,景況感,見通,やや改善,周辺地域景気判断DI,,,,47
2012-12-01,景況感,見通,かなり改善,周辺地域景気判断DI,,,,0
2013-01-01,景況感,見通,かなり悪化,周辺地域景気判断DI,,,,29
2013-01-01,景況感,見通,やや悪化,周辺地域景気判断DI,,,,261
2013-01-01,景況感,見通,変わらない,周辺地域景気判断DI,,,,667
2013-01-01,景況感,見通,やや改善,周辺地域景気判断DI,,,,43
2013-01-01,景況感,見通,かなり改善,周辺地域景気判断DI,,,,0
2013-02-01,景況感,見通,かなり悪化,周辺地域景気判断DI,,,,34
2013-02-01,景況感,見通,やや悪化,周辺地域景気判断DI,,,,201
2013-02-01,景況感,見通,変わらない,周辺地域景気判断DI,,,,728
2013-02-01,景況感,見通,やや改善,周辺地域景気判断DI,,,,37
2013-02-01,景況感,見通,かなり改善,周辺地域景気判断DI,,,,0
2013-03-01,景況感,見通,かなり悪化,周辺地域景気判断DI,,,,11
2013-03-01,景況感,見通,やや悪化,周辺地域景気判断DI,,,,204
2013-03-01,景況感,見通,変わらない,周辺地域景気判断DI,,,,725
2013-03-01,景況感,見通,やや改善,周辺地域景気判断DI,,,,60
2013-03-01,景況感,見通,かなり改善,周辺地域景気判断DI,,,,0
2013-04-01,景況感,見通,かなり悪化,周辺地域景気判断DI,,,,19
2013-04-01,景況感,見通,やや悪化,周辺地域景気判断DI,,,,184
2013-04-01,景況感,見通,変わらない,周辺地域景気判断DI,,,,738
2013-04-01,景況感,見通,やや改善,周辺地域景気判断DI,,,,60
2013-04-01,景況感,見通,かなり改善,周辺地域景気判断DI,,,,0
2013-05-01,景況感,見通,かなり悪化,周辺地域景気判断DI,,,,15
2013-05-01,景況感,見通,やや悪化,周辺地域景気判断DI,,,,187
2013-05-01,景況感,見通,変わらない,周辺地域景気判断DI,,,,744
2013-05-01,景況感,見通,やや改善,周辺地域景気判断DI,,,,53
2013-05-01,景況感,見通,かなり改善,周辺地域景気判断DI,,,,0
2013-06-01,景況感,見通,かなり悪化,周辺地域景気判断DI,,,,15
2013-06-01,景況感,見通,やや悪化,周辺地域景気判断DI,,,,196
2013-06-01,景況感,見通,変わらない,周辺地域景気判断DI,,,,743
2013-06-01,景況感,見通,やや改善,周辺地域景気判断DI,,,,45
2013-06-01,景況感,見通,かなり改善,周辺地域景気判断DI,,,,0
2013-07-01,景況感,見通,かなり悪化,周辺地域景気判断DI,,,,15
2013-07-01,景況感,見通,やや悪化,周辺地域景気判断DI,,,,171
2013-07-01,景況感,見通,変わらない,周辺地域景気判断DI,,,,753
2013-07-01,景況感,見通,やや改善,周辺地域景気判断DI,,,,61
2013-07-01,景況感,見通,かなり改善,周辺地域景気判断DI,,,,0
2013-08-01,景況感,見通,かなり悪化,周辺地域景気判断DI,,,,16
2013-08-01,景況感,見通,やや悪化,周辺地域景気判断DI,,,,156
2013-08-01,景況感,見通,変わらない,周辺地域景気判断DI,,,,775
2013-08-01,景況感,見通,やや改善,周辺地域景気判断DI,,,,53
2013-08-01,景況感,見通,かなり改善,周辺地域景気判断DI,,,,0
2013-09-01,景況感,見通,かなり悪化,周辺地域景気判断DI,,,,24
2013-09-01,景況感,見通,やや悪化,周辺地域景気判断DI,,,,171
2013-09-01,景況感,見通,変わらない,周辺地域景気判断DI,,,,737
2013-09-01,景況感,見通,やや改善,周辺地域景気判断DI,,,,68
2013-09-01,景況感,見通,かなり改善,周辺地域景気判断DI,,,,0
2013-10-01,景況感,見通,かなり悪化,周辺地域景気判断DI,,,,19
2013-10-01,景況感,見通,やや悪化,周辺地域景気判断DI,,,,142
2013-10-01,景況感,見通,変わらない,周辺地域景気判断DI,,,,788
2013-10-01,景況感,見通,やや改善,周辺地域景気判断DI,,,,50
2013-10-01,景況感,見通,かなり改善,周辺地域景気判断DI,,,,0
2013-11-01,景況感,見通,かなり悪化,周辺地域景気判断DI,,,,11
2013-11-01,景況感,見通,やや悪化,周辺地域景気判断DI,,,,125
2013-11-01,景況感,見通,変わらない,周辺地域景気判断DI,,,,777
2013-11-01,景況感,見通,やや改善,周辺地域景気判断DI,,,,87
2013-11-01,景況感,見通,かなり改善,周辺地域景気判断DI,,,,0
2013-12-01,景況感,見通,かなり悪化,周辺地域景気判断DI,,,,23
2013-12-01,景況感,見通,やや悪化,周辺地域景気判断DI,,,,142
2013-12-01,景況感,見通,変わらない,周辺地域景気判断DI,,,,724
2013-12-01,景況感,見通,やや改善,周辺地域景気判断DI,,,,107
2013-12-01,景況感,見通,かなり改善,周辺地域景気判断DI,,,,4
2014-01-01,景況感,見通,かなり悪化,周辺地域景気判断DI,,,,13
2014-01-01,景況感,見通,やや悪化,周辺地域景気判断DI,,,,176
2014-01-01,景況感,見通,変わらない,周辺地域景気判断DI,,,,711
2014-01-01,景況感,見通,やや改善,周辺地域景気判断DI,,,,100
2014-01-01,景況感,見通,かなり改善,周辺地域景気判断DI,,,,0
2014-02-01,景況感,見通,かなり悪化,周辺地域景気判断DI,,,,29
2014-02-01,景況感,見通,やや悪化,周辺地域景気判断DI,,,,277
2014-02-01,景況感,見通,変わらない,周辺地域景気判断DI,,,,649
2014-02-01,景況感,見通,やや改善,周辺地域景気判断DI,,,,45
2014-02-01,景況感,見通,かなり改善,周辺地域景気判断DI,,,,0
2014-03-01,景況感,見通,かなり悪化,周辺地域景気判断DI,,,,58
2014-03-01,景況感,見通,やや悪化,周辺地域景気判断DI,,,,355
2014-03-01,景況感,見通,変わらない,周辺地域景気判断DI,,,,545
2014-03-01,景況感,見通,やや改善,周辺地域景気判断DI,,,,41
2014-03-01,景況感,見通,かなり改善,周辺地域景気判断DI,,,,0
2014-04-01,景況感,見通,かなり悪化,周辺地域景気判断DI,,,,16
2014-04-01,景況感,見通,やや悪化,周辺地域景気判断DI,,,,278
2014-04-01,景況感,見通,変わらない,周辺地域景気判断DI,,,,657
2014-04-01,景況感,見通,やや改善,周辺地域景気判断DI,,,,49
2014-04-01,景況感,見通,かなり改善,周辺地域景気判断DI,,,,0
2014-05-01,景況感,見通,かなり悪化,周辺地域景気判断DI,,,,17
2014-05-01,景況感,見通,やや悪化,周辺地域景気判断DI,,,,168
2014-05-01,景況感,見通,変わらない,周辺地域景気判断DI,,,,728
2014-05-01,景況感,見通,やや改善,周辺地域景気判断DI,,,,86
2014-05-01,景況感,見通,かなり改善,周辺地域景気判断DI,,,,0
2014-06-01,景況感,見通,かなり悪化,周辺地域景気判断DI,,,,13
2014-06-01,景況感,見通,やや悪化,周辺地域景気判断DI,,,,150
2014-06-01,景況感,見通,変わらない,周辺地域景気判断DI,,,,778
2014-06-01,景況感,見通,やや改善,周辺地域景気判断DI,,,,60
2014-06-01,景況感,見通,かなり改善,周辺地域景気判断DI,,,,0
2014-07-01,景況感,見通,かなり悪化,周辺地域景気判断DI,,,,17
2014-07-01,景況感,見通,やや悪化,周辺地域景気判断DI,,,,134
2014-07-01,景況感,見通,変わらない,周辺地域景気判断DI,,,,793
2014-07-01,景況感,見通,やや改善,周辺地域景気判断DI,,,,56
2014-07-01,景況感,見通,かなり改善,周辺地域景気判断DI,,,,0
2014-08-01,景況感,見通,かなり悪化,周辺地域景気判断DI,,,,16
2014-08-01,景況感,見通,やや悪化,周辺地域景気判断DI,,,,144
2014-08-01,景況感,見通,変わらない,周辺地域景気判断DI,,,,794
2014-08-01,景況感,見通,やや改善,周辺地域景気判断DI,,,,45
2014-08-01,景況感,見通,かなり改善,周辺地域景気判断DI,,,,0
2014-09-01,景況感,見通,かなり悪化,周辺地域景気判断DI,,,,27
2014-09-01,景況感,見通,やや悪化,周辺地域景気判断DI,,,,192
2014-09-01,景況感,見通,変わらない,周辺地域景気判断DI,,,,772
2014-09-01,景況感,見通,やや改善,周辺地域景気判断DI,,,,9
2014-09-01,景況感,見通,かなり改善,周辺地域景気判断DI,,,,0
2014-10-01,景況感,見通,かなり悪化,周辺地域景気判断DI,,,,23
2014-10-01,景況感,見通,やや悪化,周辺地域景気判断DI,,,,194
2014-10-01,景況感,見通,変わらない,周辺地域景気判断DI,,,,734
2014-10-01,景況感,見通,やや改善,周辺地域景気判断DI,,,,45
2014-10-01,景況感,見通,かなり改善,周辺地域景気判断DI,,,,5
2014-11-01,景況感,見通,かなり悪化,周辺地域景気判断DI,,,,28
2014-11-01,景況感,見通,やや悪化,周辺地域景気判断DI,,,,267
2014-11-01,景況感,見通,変わらない,周辺地域景気判断DI,,,,650
2014-11-01,景況感,見通,やや改善,周辺地域景気判断DI,,,,55
2014-11-01,景況感,見通,かなり改善,周辺地域景気判断DI,,,,0
2014-12-01,景況感,見通,かなり悪化,周辺地域景気判断DI,,,,15
2014-12-01,景況感,見通,やや悪化,周辺地域景気判断DI,,,,203
2014-12-01,景況感,見通,変わらない,周辺地域景気判断DI,,,,746
2014-12-01,景況感,見通,やや改善,周辺地域景気判断DI,,,,36
2014-12-01,景況感,見通,かなり改善,周辺地域景気判断DI,,,,0
2015-01-01,景況感,見通,かなり悪化,周辺地域景気判断DI,,,,13
2015-01-01,景況感,見通,やや悪化,周辺地域景気判断DI,,,,170
2015-01-01,景況感,見通,変わらない,周辺地域景気判断DI,,,,780
2015-01-01,景況感,見通,やや改善,周辺地域景気判断DI,,,,36
2015-01-01,景況感,見通,かなり改善,周辺地域景気判断DI,,,,0
2015-02-01,景況感,見通,かなり悪化,周辺地域景気判断DI,,,,18
2015-02-01,景況感,見通,やや悪化,周辺地域景気判断DI,,,,158
2015-02-01,景況感,見通,変わらない,周辺地域景気判断DI,,,,788
2015-02-01,景況感,見通,やや改善,周辺地域景気判断DI,,,,36
2015-02-01,景況感,見通,かなり改善,周辺地域景気判断DI,,,,0
2015-03-01,景況感,見通,かなり悪化,周辺地域景気判断DI,,,,9
2015-03-01,景況感,見通,やや悪化,周辺地域景気判断DI,,,,116
2015-03-01,景況感,見通,変わらない,周辺地域景気判断DI,,,,813
2015-03-01,景況感,見通,やや改善,周辺地域景気判断DI,,,,62
2015-03-01,景況感,見通,かなり改善,周辺地域景気判断DI,,,,0
2015-04-01,景況感,見通,かなり悪化,周辺地域景気判断DI,,,,13
2015-04-01,景況感,見通,やや悪化,周辺地域景気判断DI,,,,102
2015-04-01,景況感,見通,変わらない,周辺地域景気判断DI,,,,804
2015-04-01,景況感,見通,やや改善,周辺地域景気判断DI,,,,80
2015-04-01,景況感,見通,かなり改善,周辺地域景気判断DI,,,,0
2015-05-01,景況感,見通,かなり悪化,周辺地域景気判断DI,,,,9
2015-05-01,景況感,見通,やや悪化,周辺地域景気判断DI,,,,108
2015-05-01,景況感,見通,変わらない,周辺地域景気判断DI,,,,776
2015-05-01,景況感,見通,やや改善,周辺地域景気判断DI,,,,108
2015-05-01,景況感,見通,かなり改善,周辺地域景気判断DI,,,,0
2015-06-01,景況感,見通,かなり悪化,周辺地域景気判断DI,,,,0
2015-06-01,景況感,見通,やや悪化,周辺地域景気判断DI,,,,106
2015-06-01,景況感,見通,変わらない,周辺地域景気判断DI,,,,806
2015-06-01,景況感,見通,やや改善,周辺地域景気判断DI,,,,88
2015-06-01,景況感,見通,かなり改善,周辺地域景気判断DI,,,,0
2015-07-01,景況感,見通,かなり悪化,周辺地域景気判断DI,,,,0
2015-07-01,景況感,見通,やや悪化,周辺地域景気判断DI,,,,100
2015-07-01,景況感,見通,変わらない,周辺地域景気判断DI,,,,812
2015-07-01,景況感,見通,やや改善,周辺地域景気判断DI,,,,87
2015-07-01,景況感,見通,かなり改善,周辺地域景気判断DI,,,,0
2015-08-01,景況感,見通,かなり悪化,周辺地域景気判断DI,,,,0
2015-08-01,景況感,見通,やや悪化,周辺地域景気判断DI,,,,145
2015-08-01,景況感,見通,変わらない,周辺地域景気判断DI,,,,805
2015-08-01,景況感,見通,やや改善,周辺地域景気判断DI,,,,50
2015-08-01,景況感,見通,かなり改善,周辺地域景気判断DI,,,,0
2015-09-01,景況感,見通,かなり悪化,周辺地域景気判断DI,,,,9
2015-09-01,景況感,見通,やや悪化,周辺地域景気判断DI,,,,126
2015-09-01,景況感,見通,変わらない,周辺地域景気判断DI,,,,828
2015-09-01,景況感,見通,やや改善,周辺地域景気判断DI,,,,37
2015-09-01,景況感,見通,かなり改善,周辺地域景気判断DI,,,,0
2015-10-01,景況感,見通,かなり悪化,周辺地域景気判断DI,,,,4
2015-10-01,景況感,見通,やや悪化,周辺地域景気判断DI,,,,165
2015-10-01,景況感,見通,変わらない,周辺地域景気判断DI,,,,790
2015-10-01,景況感,見通,やや改善,周辺地域景気判断DI,,,,40
2015-10-01,景況感,見通,かなり改善,周辺地域景気判断DI,,,,0
2015-11-01,景況感,見通,かなり悪化,周辺地域景気判断DI,,,,0
2015-11-01,景況感,見通,やや悪化,周辺地域景気判断DI,,,,174
2015-11-01,景況感,見通,変わらない,周辺地域景気判断DI,,,,786
2015-11-01,景況感,見通,やや改善,周辺地域景気判断DI,,,,40
2015-11-01,景況感,見通,かなり改善,周辺地域景気判断DI,,,,0
2015-12-01,景況感,見通,かなり悪化,周辺地域景気判断DI,,,,5
2015-12-01,景況感,見通,やや悪化,周辺地域景気判断DI,,,,144
2015-12-01,景況感,見通,変わらない,周辺地域景気判断DI,,,,815
2015-12-01,景況感,見通,やや改善,周辺地域景気判断DI,,,,36
2015-12-01,景況感,見通,かなり改善,周辺地域景気判断DI,,,,0
2016-01-01,景況感,見通,かなり悪化,周辺地域景気判断DI,,,,0
2016-01-01,景況感,見通,やや悪化,周辺地域景気判断DI,,,,176
2016-01-01,景況感,見通,変わらない,周辺地域景気判断DI,,,,787
2016-01-01,景況感,見通,やや改善,周辺地域景気判断DI,,,,37
2016-01-01,景況感,見通,かなり改善,周辺地域景気判断DI,,,,0
2016-02-01,景況感,見通,かなり悪化,周辺地域景気判断DI,,,,0
2016-02-01,景況感,見通,やや悪化,周辺地域景気判断DI,,,,150
2016-02-01,景況感,見通,変わらない,周辺地域景気判断DI,,,,808
2016-02-01,景況感,見通,やや改善,周辺地域景気判断DI,,,,42
2016-02-01,景況感,見通,かなり改善,周辺地域景気判断DI,,,,0
2016-03-01,景況感,見通,かなり悪化,周辺地域景気判断DI,,,,5
2016-03-01,景況感,見通,やや悪化,周辺地域景気判断DI,,,,164
2016-03-01,景況感,見通,変わらない,周辺地域景気判断DI,,,,802
2016-03-01,景況感,見通,やや改善,周辺地域景気判断DI,,,,29
2016-03-01,景況感,見通,かなり改善,周辺地域景気判断DI,,,,0
2016-04-01,景況感,見通,かなり悪化,周辺地域景気判断DI,,,,19
2016-04-01,景況感,見通,やや悪化,周辺地域景気判断DI,,,,134
2016-04-01,景況感,見通,変わらない,周辺地域景気判断DI,,,,813
2016-04-01,景況感,見通,やや改善,周辺地域景気判断DI,,,,33
2016-04-01,景況感,見通,かなり改善,周辺地域景気判断DI,,,,0
2016-05-01,景況感,見通,かなり悪化,周辺地域景気判断DI,,,,5
2016-05-01,景況感,見通,やや悪化,周辺地域景気判断DI,,,,199
2016-05-01,景況感,見通,変わらない,周辺地域景気判断DI,,,,776
2016-05-01,景況感,見通,やや改善,周辺地域景気判断DI,,,,20
2016-05-01,景況感,見通,かなり改善,周辺地域景気判断DI,,,,0
2016-06-01,景況感,見通,かなり悪化,周辺地域景気判断DI,,,,0
2016-06-01,景況感,見通,やや悪化,周辺地域景気判断DI,,,,193
2016-06-01,景況感,見通,変わらない,周辺地域景気判断DI,,,,802
2016-06-01,景況感,見通,やや改善,周辺地域景気判断DI,,,,5
2016-06-01,景況感,見通,かなり改善,周辺地域景気判断DI,,,,0
2016-07-01,景況感,見通,かなり悪化,周辺地域景気判断DI,,,,5
2016-07-01,景況感,見通,やや悪化,周辺地域景気判断DI,,,,224
2016-07-01,景況感,見通,変わらない,周辺地域景気判断DI,,,,751
2016-07-01,景況感,見通,やや改善,周辺地域景気判断DI,,,,20
2016-07-01,景況感,見通,かなり改善,周辺地域景気判断DI,,,,0
2016-08-01,景況感,見通,かなり悪化,周辺地域景気判断DI,,,,10
2016-08-01,景況感,見通,やや悪化,周辺地域景気判断DI,,,,277
2016-08-01,景況感,見通,変わらない,周辺地域景気判断DI,,,,694
2016-08-01,景況感,見通,やや改善,周辺地域景気判断DI,,,,19
2016-08-01,景況感,見通,かなり改善,周辺地域景気判断DI,,,,0
2016-09-01,景況感,見通,かなり悪化,周辺地域景気判断DI,,,,5
2016-09-01,景況感,見通,やや悪化,周辺地域景気判断DI,,,,255
2016-09-01,景況感,見通,変わらない,周辺地域景気判断DI,,,,740
2016-09-01,景況感,見通,やや改善,周辺地域景気判断DI,,,,0
2016-09-01,景況感,見通,かなり改善,周辺地域景気判断DI,,,,0
2016-10-01,景況感,見通,かなり悪化,周辺地域景気判断DI,,,,10
2016-10-01,景況感,見通,やや悪化,周辺地域景気判断DI,,,,186
2016-10-01,景況感,見通,変わらない,周辺地域景気判断DI,,,,794
2016-10-01,景況感,見通,やや改善,周辺地域景気判断DI,,,,10
2016-10-01,景況感,見通,かなり改善,周辺地域景気判断DI,,,,0
2016-11-01,景況感,見通,かなり悪化,周辺地域景気判断DI,,,,10
2016-11-01,景況感,見通,やや悪化,周辺地域景気判断DI,,,,163
2016-11-01,景況感,見通,変わらない,周辺地域景気判断DI,,,,802
2016-11-01,景況感,見通,やや改善,周辺地域景気判断DI,,,,25
2016-11-01,景況感,見通,かなり改善,周辺地域景気判断DI,,,,0
2016-12-01,景況感,見通,かなり悪化,周辺地域景気判断DI,,,,5
2016-12-01,景況感,見通,やや悪化,周辺地域景気判断DI,,,,168
2016-12-01,景況感,見通,変わらない,周辺地域景気判断DI,,,,797
2016-12-01,景況感,見通,やや改善,周辺地域景気判断DI,,,,30
2016-12-01,景況感,見通,かなり改善,周辺地域景気判断DI,,,,0
2017-01-01,景況感,見通,かなり悪化,周辺地域景気判断DI,,,,5
2017-01-01,景況感,見通,やや悪化,周辺地域景気判断DI,,,,179
2017-01-01,景況感,見通,変わらない,周辺地域景気判断DI,,,,791
2017-01-01,景況感,見通,やや改善,周辺地域景気判断DI,,,,25
2017-01-01,景況感,見通,かなり改善,周辺地域景気判断DI,,,,0
2017-02-01,景況感,見通,かなり悪化,周辺地域景気判断DI,,,,5
2017-02-01,景況感,見通,やや悪化,周辺地域景気判断DI,,,,190
2017-02-01,景況感,見通,変わらない,周辺地域景気判断DI,,,,785
2017-02-01,景況感,見通,やや改善,周辺地域景気判断DI,,,,20
2017-02-01,景況感,見通,かなり改善,周辺地域景気判断DI,,,,0
2017-03-01,景況感,見通,かなり悪化,周辺地域景気判断DI,,,,10
2017-03-01,景況感,見通,やや悪化,周辺地域景気判断DI,,,,179
2017-03-01,景況感,見通,変わらない,周辺地域景気判断DI,,,,796
